 Procedimentos hospitalares do SUS - por local de internação - Rio Grande do Sul
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Abr/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"Total"
"431930 São Paulo das Missões";-;-;18172,06;18584,85;19544,56;18426,16;18799,56;18664,95;23255,16;19412,88;19995,98;17793,95;13172,73;4515,54;20574,63;18875,12;17970,02;18507,31;18195,75;25012,92;25266,59;22850,04;15547,34;21349,07;19547,59;14868,31;14304,84;16486,40;14674,33;16632,31;15296,10;11863,02;15931,79;23144,77;21719,04;20395,51;23562,93;17478,71;20667,53;10712,78;18378,60;25304,43;27662,41;23814,44;23142,15;20969,17;14570,17;22338,17;20121,94;12199,43;18402,07;25458,47;26139,52;22841,89;31538,90;17902,47;24794,20;16820,35;22775,46;22266,53;22887,90;11069,02;21863,41;22173,41;19533,56;24506,27;24098,72;23410,63;22594,89;26405,27;19091,95;14246,95;19662,83;15003,67;15993,19;26178,57;22278,64;26298,38;27754,73;24196,73;29563,49;28136,04;22401,75;19314,13;21233,71;20974,65;19981,21;22560,97;31809,83;29609,72;25790,99;25240,48;26635,59;21755,03;26732,96;20855,88;19434,02;22358,93;24219,75;25250,00;10962,74;15852,55;24975,37;27922,63;27758,06;22481,05;16016,63;23263,57;24712,71;19593,68;25810,79;25980,36;20747,95;29929,20;26546,75;24457,90;19669,35;22744,25;32688,67;16650,16;20595,19;25401,02;22371,54;20704,39;25524,06;23872,41;24123,60;24913,45;32323,25;22544,79;30663,36;28623,55;21753,78;18249,97;21593,47;26882,76;22797,30;20920,64;24466,69;26190,12;24047,22;22931,52;26354,50;21168,26;14374,62;19464,32;16348,26;17402,38;13708,33;11227,57;12844,23;8110,25;14796,11;12399,42;17508,06;16444,78;11455,27;22228,69;24022,46;16895,64;3329333,35
"431940 São Pedro do Sul";13725,69;47207,02;34292,27;15625,06;25557,49;16966,38;26285,12;62045,61;50387,78;52442,33;54392,43;42261,52;40135,02;30202,81;60473,54;66846,11;48221,78;50883,87;72331,87;62966,49;81852,66;53730,88;81043,24;50213,47;47639,88;46161,62;62906,77;47076,29;58661,97;44288,26;58696,00;54013,38;47932,86;60591,53;44007,43;60455,51;43110,40;23889,30;33830,82;37540,47;31460,51;41661,55;47202,97;26601,94;33155,01;31238,01;50780,63;45039,58;20941,45;30172,75;72376,59;49211,39;43640,14;52185,94;49156,87;48350,95;43901,10;42397,09;46605,32;23883,69;43508,13;33566,34;27434,95;41998,13;57616,83;35353,73;46863,84;48734,22;26333,99;31137,72;22497,73;39817,91;18301,36;17306,05;31135,49;32816,97;31807,19;22465,83;35496,35;30463,71;22012,21;6838,77;20644,15;24983,85;27019,66;12134,68;16246,37;9763,38;16329,63;40249,88;33704,80;37935,79;19500,77;18150,17;20778,62;24308,77;10425,04;16764,16;35018,22;25524,81;18689,73;24085,49;29125,75;41993,49;29102,71;42202,88;22804,46;27692,37;24366,60;26287,13;25826,70;22405,37;19094,75;25381,44;26824,50;25885,53;18969,55;20698,03;32285,89;18647,84;23350,69;27886,36;10945,72;23471,61;28740,52;23293,79;38936,78;27417,42;30692,31;27973,86;31907,08;43712,63;25290,49;19273,86;19728,49;29684,83;31252,20;25107,62;37000,74;38493,72;37455,94;34821,39;23928,86;25052,87;24737,49;15302,73;29504,60;17415,04;14828,76;21532,59;15318,42;14325,40;-;19608,93;4272,57;24217,90;17314,71;13817,45;17654,96;14666,42;5326154,57
"431950 São Sebastião do Caí";40729,79;16754,64;43479,15;47488,50;53766,60;38866,77;37184,40;79080,04;48789,67;32430,42;57703,27;37042,02;39818,21;30080,53;94544,32;52808,74;55990,20;69470,45;57656,54;83410,95;57385,45;52743,11;68634,54;83858,73;114896,82;69833,09;90010,09;73866,39;108148,52;94268,09;138244,84;113963,51;73675,02;45126,18;110614,92;110008,92;98933,79;82356,39;77332,01;85632,18;77465,14;73445,60;70614,16;89649,57;69401,90;68895,26;80971,45;66604,71;77895,12;63783,16;73878,20;72170,41;83501,12;61404,29;55608,22;50705,05;68274,05;49136,45;34270,93;50929,89;66508,97;67386,70;81943,42;81773,67;62862,58;58509,06;82893,84;74972,37;74844,09;78126,70;74934,87;68702,52;49604,09;54018,87;51479,27;40566,81;56877,24;72443,97;74379,03;68571,32;78828,10;71842,30;67204,42;74860,44;43599,66;64629,23;99288,28;93557,20;70618,74;81955,25;75139,54;67462,78;73667,60;87805,46;67209,00;75595,02;73423,16;63623,50;82679,79;72310,08;81754,69;88129,43;84704,56;93291,14;70298,26;86666,75;82829,99;81198,39;84023,56;70687,83;73701,20;80801,97;73992,21;94937,21;88319,09;102447,38;85132,24;69851,33;63706,04;96120,94;60991,68;65371,63;69878,30;65222,03;73062,30;112541,53;74249,82;102057,87;76886,58;74627,82;109032,06;131078,64;70256,41;117835,30;89239,56;97899,53;129139,71;147537,14;148292,57;116013,76;112334,09;76735,85;71034,19;86596,90;89830,62;78850,40;76244,96;77225,94;63603,82;56350,01;61723,66;122181,15;609680,33;93946,49;101323,81;88005,60;78525,22;85671,65;99972,93;103847,31;12749424,80
"431960 São Sepé";47138,79;90113,59;70444,90;63247,44;67992,15;69912,30;66701,89;77143,78;75404,51;79417,85;69160,67;81335,43;54788,87;105407,26;77974,04;75948,52;87986,68;79970,42;87246,54;88260,32;55105,49;119140,40;78066,39;89625,96;66202,48;65161,28;71310,98;73731,04;78291,85;86833,31;102783,67;90827,35;85237,58;80918,39;97790,80;78360,93;79458,22;81764,86;96146,88;107150,31;78559,50;77307,12;88678,38;79068,30;75966,45;76545,93;76394,31;21396,45;171608,25;67041,28;66557,68;62298,32;73091,55;97821,28;89964,76;78995,75;69304,53;68833,74;66735,76;86600,65;57850,88;44907,58;50795,86;69278,47;90513,51;62772,03;68047,22;82851,06;70634,30;71510,17;72581,13;95062,40;60445,79;56142,87;63000,75;41293,73;89089,72;76610,74;77185,45;75703,05;66749,94;55055,11;69015,58;69963,92;50286,02;43939,13;54177,70;67164,99;75136,95;51601,93;53670,32;62350,34;66681,18;59770,99;53582,35;62311,97;51713,61;40358,35;54159,69;61480,60;68947,99;76115,15;60897,02;62940,99;87546,75;66207,15;63123,05;74329,92;51532,37;50050,61;51862,49;52111,32;2506,21;105477,92;56112,74;58069,65;54122,15;-;97037,96;47495,75;63690,42;34535,27;43621,09;35838,43;35783,93;44050,43;68517,65;69229,81;66680,77;55233,29;58576,49;54734,56;45271,63;43027,13;53310,19;54486,76;60464,17;57382,44;61366,85;62159,97;63646,61;64377,75;62271,47;69489,57;50955,02;75901,26;63057,16;44365,30;54765,21;50107,29;48658,43;27987,77;46930,11;71234,91;54037,39;55627,85;57277,25;77681,33;93988,36;117260,70;10821790,70
"431980 São Vicente do Sul";15768,27;7189,53;11004,84;18280,49;15861,05;19539,50;13071,24;15652,98;10344,42;10090,43;15837,94;18297,58;21127,09;21321,10;13976,22;21638,23;17399,77;20267,41;20363,40;15006,11;7133,85;27540,23;16358,78;12912,90;14405,28;19565,93;18451,39;19799,11;15955,90;15929,51;19577,43;14619,97;14151,60;14916,98;12202,53;11678,39;13277,75;8158,33;17344,08;16426,06;10155,99;17402,62;9784,48;10507,35;6533,51;8424,98;10501,18;5498,68;10185,30;16597,85;16091,08;4784,44;9264,50;4784,48;8394,16;6110,22;7957,01;5926,32;2103,08;3430,63;1141,63;1104,13;4652,01;4549,42;8138,19;5990,48;2430,73;-;1496,27;4874,81;4438,62;3958,99;-;-;9367,38;5237,96;2618,22;5824,33;6910,93;10865,84;14853,42;12023,51;12138,73;9682,47;6412,71;3128,54;5902,56;7504,62;7843,24;400,68;582,42;1066,03;5634,46;-;29239,67;7797,14;12636,79;8111,41;14144,04;8645,10;-;16655,42;11491,14;10808,52;12582,69;9754,66;9369,92;10559,47;7991,86;7001,63;8194,70;13334,65;376,80;20716,76;12751,39;13081,19;9532,48;14326,12;14990,05;10141,65;4928,59;6430,35;8914,75;7881,49;9713,12;8819,59;11177,65;9227,35;8819,11;6905,05;9336,89;4766,69;3874,30;8729,93;5185,76;6306,28;9547,68;3809,47;11370,33;15907,20;9181,05;13436,17;5979,90;9344,43;6763,77;6262,94;8214,10;6383,99;9027,51;10622,67;10793,72;10212,24;10771,44;11370,36;17329,48;11189,92;18383,38;18201,22;25038,13;23718,32;1675766,36
"431990 Sapiranga";18277,67;388565,21;344090,28;259494,53;305992,74;286046,79;262287,49;299884,03;299275,63;295878,59;34416,28;394533,67;287322,87;511018,62;310815,11;381581,85;343173,40;347524,88;368554,66;399620,86;357869,34;328250,82;356814,11;328666,50;298691,37;341892,58;323147,99;326396,84;358451,35;323559,78;400339,20;342983,58;362052,74;359983,56;331687,64;377201,21;350023,36;319582,70;390479,76;311849,48;287765,65;344480,08;266863,04;292912,68;301629,68;211273,48;276273,40;303354,02;80207,47;282281,40;254922,17;205036,49;379543,73;281085,99;364648,95;421859,27;279903,95;235919,13;334051,15;251716,10;442142,88;340332,55;284213,64;402173,00;393290,87;416671,20;411836,31;471228,30;322122,08;298229,50;474556,44;498020,78;451066,88;443982,64;331488,19;394038,80;477422,81;490913,88;452228,16;490988,23;450103,19;484356,01;448812,23;491455,62;355472,09;394151,22;409984,40;418760,98;376134,20;392073,65;447002,75;379537,26;403141,29;420616,68;375385,92;368151,18;446329,44;309917,29;442755,28;420375,25;444687,05;443322,49;410745,13;394602,82;321463,71;452263,74;410971,88;407167,63;341323,87;303860,23;380951,17;304956,07;376610,54;398503,69;402504,54;409401,26;378747,34;419817,51;396120,80;393162,32;440514,74;473886,16;398930,19;506962,07;467592,27;539281,04;499790,86;459289,45;506787,00;517428,05;450914,49;546359,20;559679,18;387165,86;470913,42;681275,46;514009,84;538865,99;515522,95;521809,79;447655,61;511581,31;377760,29;566633,72;446149,33;450313,61;613033,14;367886,30;391700,99;479609,32;919892,70;401022,38;597849,38;505961,98;667190,33;767857,62;883941,06;863336,37;1728348,00;1108244,42;66089599,63
"432000 Sapucaia do Sul";87021,74;238783,35;322959,14;260503,46;268962,95;172011,47;354113,92;285009,31;263080,92;338108,55;217433,92;310609,29;184947,57;312098,58;257921,96;306372,83;340668,28;439359,29;551209,67;543618,64;566650,69;536184,22;434315,29;436474,72;549511,32;321906,51;330024,51;488792,89;467347,98;441516,93;557189,31;407347,09;555964,81;302922,06;588730,54;382332,54;372775,16;435083,44;487279,96;299701,83;574216,53;391374,88;552514,04;497806,64;425877,11;420587,60;610930,01;435980,25;481271,39;501227,74;393166,97;488138,71;589061,16;570303,29;561681,67;331861,10;475439,62;317229,08;418931,82;341070,59;698927,92;716640,87;770917,02;768201,31;1003139,50;737960,39;700571,07;726526,95;417531,12;803128,23;615324,83;616573,95;638498,24;695979,81;498478,41;525043,98;490996,10;745525,33;567725,78;826498,12;603343,18;594250,35;561954,25;585282,27;706499,31;626178,06;970754,28;661813,00;636765,11;721870,34;768073,89;692089,90;744515,99;581273,46;603886,89;587028,91;669649,66;620068,29;748037,38;625081,21;739770,28;657159,91;784303,69;731989,52;484043,49;704592,78;717203,16;665865,04;670985,90;607671,06;637721,32;587367,33;648385,01;561038,24;704661,02;530219,69;816223,54;642022,17;588908,78;686680,41;583239,58;385510,43;596073,60;577608,19;555971,72;540906,45;345717,21;512618,03;712085,16;663838,51;668492,79;490555,72;533503,18;721571,03;604024,17;792358,19;673774,89;649838,73;751404,59;723226,40;535143,23;707188,10;761093,00;630293,50;547956,83;685886,60;836237,89;494512,66;544053,27;386150,04;1104885,44;756921,59;905042,73;898130,10;769608,85;1153383,01;916882,99;1147936,23;1618548,63;1745330,14;93662437,24
"432010 Sarandi";43096,01;43904,51;51323,04;54417,86;56130,09;55880,00;62237,64;54798,12;49454,49;51615,34;60713,99;79097,15;56144,11;46586,29;73118,79;44581,91;45918,73;59400,13;79639,09;75758,45;73016,41;62527,43;52655,01;65183,20;68780,80;48733,06;62424,80;70115,71;65429,68;64588,53;63841,71;56290,81;68167,36;72825,22;48579,51;77568,37;37284,15;46133,40;68718,24;-;121420,34;62671,43;69676,92;86280,47;57076,77;77429,99;100353,24;64228,09;71038,35;74443,02;68123,65;108096,37;69040,25;80557,88;84760,94;96047,35;61300,79;51479,44;48128,57;84007,11;72879,67;92793,16;89530,63;99136,42;103098,60;57930,03;79293,42;78698,98;101212,65;81682,36;78247,74;75569,28;76213,08;60712,70;59216,25;76103,56;86757,21;76935,75;73649,08;88281,21;68849,20;66713,18;77573,17;67934,39;77046,87;68478,85;73513,95;87872,48;74558,89;94521,33;74889,49;81541,85;80749,13;77643,43;76091,99;73384,89;69621,74;62587,82;83087,46;72434,01;96367,21;86402,10;88162,10;64258,78;90447,02;66839,84;80915,37;72626,99;61953,31;77022,06;91379,85;73553,63;89669,58;103283,81;103128,84;104785,83;91976,37;82802,40;83837,90;94793,85;105077,84;120038,94;126629,84;122725,92;111358,90;113826,05;138243,31;112000,82;102636,18;122889,80;106297,82;112970,37;106566,12;112135,29;104468,70;62807,45;131752,46;116902,50;106689,05;124975,31;119897,89;121435,85;120291,08;134817,79;121556,01;115697,99;101219,25;78207,50;68102,38;85700,67;128445,90;145559,33;100001,73;120774,49;117495,82;119671,93;98902,09;104755,53;76461,50;119830,49;13133900,74
"432020 Seberi";23314,85;18445,41;19789,30;22276,34;26386,68;16756,94;26152,58;20832,65;20257,57;28481,54;25340,88;25528,93;14822,74;35498,26;35621,28;23224,09;20958,84;25542,42;34363,87;30333,43;33818,52;26125,61;22392,96;21832,76;25489,85;20913,98;23328,29;29906,06;26571,10;29433,00;22925,86;25817,11;30364,90;30346,52;32352,75;34774,12;27177,27;17325,63;31129,35;30945,65;29163,30;23947,63;31359,23;23650,57;24872,71;25744,36;22896,61;22029,54;30602,07;34015,23;25037,37;32842,41;28951,33;28481,09;38357,86;26733,83;27502,20;23180,46;27595,29;22180,25;24291,38;33407,46;33967,47;49220,61;47245,86;35747,34;61707,99;35324,03;37792,56;30883,93;38468,79;59230,16;44560,91;39293,97;22910,43;43024,79;38110,09;42324,85;52332,12;42720,82;38560,71;47693,56;52232,47;38559,29;37039,93;33600,54;51731,40;34779,69;44904,94;40579,95;38312,98;38789,93;40681,57;35290,10;47725,71;47559,58;28585,63;63505,98;31255,29;35419,57;44925,07;27946,44;39900,38;66694,27;65094,59;64573,66;62665,38;86380,25;45574,07;44226,47;56180,01;65959,88;63916,28;72801,89;60543,86;51233,49;76434,20;68375,74;58708,72;66587,73;74791,73;66198,01;74679,71;64811,37;79259,93;73911,22;71543,38;63469,72;84076,96;69639,64;63068,97;79816,30;67847,95;63165,10;71824,85;61524,46;72512,09;75335,06;88479,90;62517,22;55599,42;58093,23;6431,28;105892,26;67127,53;90337,71;79684,60;53498,51;53614,97;59202,55;48351,45;53487,63;55844,27;70521,28;68131,37;83677,06;83949,15;82249,64;84917,99;80708,25;7183933,71
"432026 Segredo";14101,01;17328,77;11804,22;12013,72;27648,27;11764,94;18819,62;15465,68;16179,02;10854,35;15137,08;12091,02;12323,26;16070,36;14218,15;11383,15;12139,79;17591,23;15770,91;10213,71;15040,68;11949,42;13479,73;16595,00;13331,62;12812,35;13639,56;12198,64;11618,66;14797,68;18022,13;13777,07;10751,89;11011,38;16192,14;13636,69;11644,03;9913,22;18729,54;13013,48;15518,12;-;10863,81;29467,18;14312,02;19582,76;15104,66;11324,15;13343,76;16608,54;13961,27;14949,12;11671,17;15953,30;21180,36;14990,05;19896,07;28592,30;18587,18;17701,35;12433,39;15919,09;11461,37;21704,09;23781,57;20937,89;17010,42;25217,75;20900,51;18523,95;10886,95;15990,01;10963,74;19961,39;25838,30;23803,68;25216,07;23891,29;19816,10;27649,15;20888,33;21765,37;22560,93;16011,42;21968,98;15248,89;17796,27;22632,48;18683,69;23862,76;27114,37;24050,08;26525,58;28929,12;26044,91;24404,62;26161,45;25362,32;22759,12;26747,74;27205,30;20865,97;31157,23;20401,21;19786,36;31068,21;23027,40;27587,76;21767,89;28373,02;25196,24;34308,54;34755,21;35427,46;33909,78;34248,86;16254,83;28451,01;20543,07;29670,51;28595,79;16698,14;18714,45;26215,29;18265,02;20550,96;23135,72;21320,21;27009,07;25558,42;26684,69;27047,67;22717,33;21648,20;23948,49;22384,81;26876,73;23310,00;20566,77;24642,55;22853,71;22841,90;25349,62;24309,58;26679,49;26501,84;23740,71;12189,13;16096,82;18618,41;25196,44;23687,59;20457,72;25441,42;23731,39;25314,69;23763,05;35125,62;34274,24;38792,50;3244967,52
"432030 Selbach";6655,68;10782,41;12860,80;10224,80;10532,45;9594,59;14417,13;10938,27;13180,68;11667,94;20418,88;11629,61;11842,68;13832,73;17512,98;8784,82;12305,57;12721,18;18847,50;16834,05;13840,96;13048,12;9776,65;12675,42;14508,29;8613,82;9409,58;5346,08;12037,25;12946,34;17392,76;15408,24;10380,44;12426,66;10923,54;9874,15;7540,14;4743,71;12325,65;6760,15;8951,05;6888,16;6947,86;9316,63;9703,35;5513,82;6300,15;7911,38;18074,96;5383,19;9996,27;9457,69;11122,09;9783,72;12813,10;7618,72;12581,47;9935,03;10754,61;3249,98;9562,56;7097,85;8961,41;9890,59;11930,46;10965,29;15801,47;10287,25;10492,71;10207,87;10378,50;-;19953,81;14467,86;8348,93;11148,85;17943,00;12525,67;12716,36;19122,06;9979,58;22228,52;11546,11;21352,38;5970,03;9833,55;18658,67;13231,14;17389,59;11449,40;22805,33;19711,58;13149,69;16839,46;16442,49;10064,21;17390,17;14212,60;18531,13;12303,93;11997,81;18279,65;14742,28;11172,07;12628,20;12763,92;13419,62;15831,36;15513,49;5690,90;10348,46;11014,13;7057,73;8438,13;14492,44;19442,65;12226,45;8208,70;10952,29;8433,50;8869,35;5909,58;10311,48;8164,30;9668,47;16582,14;10103,78;10799,37;8296,71;6921,74;4006,00;7013,20;5221,18;3725,04;8424,53;7605,31;8820,14;5330,03;3905,67;13979,86;7581,62;6037,61;4897,53;9476,49;8027,71;5897,49;7382,72;6491,86;4485,77;1089,75;5880,97;6340,60;-;16425,54;7005,42;5806,65;6136,60;7216,42;30667,06;18057,80;1763975,26
"432040 Serafina Corrêa";18912,36;14460,23;15682,72;21624,06;21597,74;28792,52;26118,82;24515,83;23809,44;24623,96;18856,81;29972,17;15005,83;20878,74;17635,23;14754,25;23920,24;20617,92;26674,50;22159,77;34496,83;36497,34;31587,78;16139,89;20931,85;19718,03;25951,48;24790,66;25629,40;26907,95;26026,61;43409,27;30695,46;26758,14;-;-;16451,65;20800,85;23283,42;20228,21;27184,45;19844,59;21682,15;9217,38;976,05;604,43;25978,12;19974,17;27292,91;22807,78;43358,67;24437,13;24821,40;28040,16;26327,48;27001,32;22213,93;23136,67;20636,35;17005,89;19578,93;20137,25;17553,28;15674,78;17579,19;19926,79;28352,17;24943,31;18339,23;23483,39;20849,96;23686,30;22086,16;20332,59;20406,46;17177,11;24332,04;22802,79;30868,24;18334,79;14273,52;19166,80;17562,71;28084,61;21954,82;22885,19;19962,69;14900,96;26841,53;28009,73;32084,13;24892,04;28363,97;25707,74;24902,55;19238,46;20773,63;16711,60;23963,35;27906,90;34622,11;29486,86;21975,10;26344,63;28851,38;27039,96;20969,05;11097,28;19820,76;18475,21;26752,23;18466,47;25162,28;31646,64;29904,71;35521,66;40794,55;40303,75;37617,54;40879,22;35348,20;34039,61;28767,97;24841,10;28257,88;31927,71;28710,34;23962,10;29502,83;27819,39;28423,89;23153,99;25711,75;21908,67;24087,74;25922,42;30532,56;28583,28;27616,79;26938,61;28759,86;30881,46;27993,64;28862,69;22901,16;25079,20;24192,41;20627,09;31062,80;28645,41;31894,28;26638,67;23041,18;33584,22;29511,96;33586,07;33895,07;29587,36;65544,09;-;3916167,52
"432045 Sério";4246,95;-;4522,35;-;3262,18;3685,14;1870,78;2227,91;2223,82;3075,53;1512,75;-;-;-;1272,12;3087,61;7838,72;7746,54;3734,70;5770,65;2952,02;2717,10;7063,30;1095,33;1787,68;1363,36;-;3589,57;1225,45;1095,76;1426,89;1453,70;1401,83;1081,82;1582,19;479,19;2611,45;2702,91;1745,30;1108,35;1031,34;2290,91;4600,01;2763,90;995,83;1219,56;1764,02;988,32;830,51;446,78;1377,98;1164,84;1836,50;852,80;2123,22;1489,74;1520,29;1081,81;2110,38;-;1626,83;-;1061,59;582,42;360,80;313,66;-;1984,66;-;-;841,67;293,96;699,46;-;691,41;-;499,25;1550,67;1164,84;703,75;1428,02;432,66;1164,84;-;-;-;1008,59;1641,99;740,37;2180,47;1445,40;3512,24;638,42;527,19;1256,01;1849,67;2184,95;3438,24;3532,25;2147,24;1133,88;674,48;1177,67;2402,45;1545,34;3319,84;1662,18;2006,60;519,19;503,19;1831,43;1120,94;228,50;2675,18;2132,88;2907,79;-;1512,33;606,42;495,19;3254,21;387,07;1014,38;1765,92;1581,69;1729,84;3622,87;1968,45;2260,23;2323,34;783,52;755,46;1014,38;1902,93;1639,13;1150,62;2568,12;2086,32;1433,31;1926,80;1091,96;1827,15;666,48;1912,82;1489,34;1960,31;2625,02;1224,69;-;1920,29;1426,10;1024,06;713,68;1510,40;-;2665,61;1532,00;-;-;-;253767,19
"432050 Sertão";13384,92;22024,25;17427,91;17029,33;14666,17;11866,60;13911,09;9254,80;9854,28;12594,38;11498,58;9845,51;16221,97;16673,36;13631,66;10293,41;13463,84;19078,56;18343,43;19163,51;22561,98;15763,59;18223,89;16672,25;25282,20;20133,72;17865,92;18915,19;17835,98;22808,11;16000,21;15253,78;13179,86;11312,00;9912,00;10304,00;17452,09;11200,00;14672,00;13104,00;9856,00;6328,00;15176,00;9128,00;11648,00;10080,00;15232,00;23744,00;21224,00;20776,00;20104,00;19936,00;30520,00;17136,00;24192,00;21896,00;22453,53;9580,59;15127,78;7989,87;14421,68;19642,30;15757,27;18719,90;12993,38;17980,78;16282,23;19354,04;13570,08;12224,86;7827,19;22582,63;9918,79;11503,92;3483,12;13224,75;13026,60;19010,32;21928,55;14388,82;22810,91;18434,28;13987,73;17755,73;22221,05;13477,57;18213,24;10961,76;17205,34;16721,38;21130,69;16489,76;12047,33;17700,40;11575,49;25369,16;17264,62;13651,21;23203,44;12550,62;14677,69;12023,92;16475,39;21563,76;9624,13;17723,04;15795,05;18542,10;17370,10;10556,46;13224,53;17144,24;14410,23;15410,12;34927,69;22136,70;12313,70;24187,43;18926,94;20201,52;12097,81;12064,76;11119,37;11304,96;17532,55;11671,30;23859,69;17458,86;14771,80;15785,52;17516,25;10742,82;23301,44;15627,22;7325,09;18482,43;16239,05;12066,98;13840,24;15517,42;20235,00;16534,55;10678,08;18607,25;16676,70;16557,77;16512,59;14124,86;13753,76;17624,87;17334,94;17645,05;15396,79;19276,23;5666,87;34586,31;16352,02;20035,41;22347,24;19046,16;2585973,77
"432060 Severiano de Almeida";408,09;31689,39;12909,88;9717,97;10916,11;14434,02;7964,55;7844,15;8735,02;10305,08;7065,10;11127,86;15301,87;17264,98;10138,50;9073,55;13782,81;14427,22;14798,27;12006,66;21510,53;19973,60;22834,77;13869,73;13719,80;14274,65;12380,98;13179,43;10231,39;12809,23;15525,24;13318,26;18680,82;17191,11;15826,59;17174,07;13381,40;19739,28;17056,33;14693,73;11422,81;12879,72;13330,71;19134,10;12547,27;15216,00;20888,92;11863,64;23162,62;13999,40;15254,25;13954,69;23031,32;19371,72;17596,68;1581,25;35128,63;9265,26;15968,02;15782,77;6572,42;9399,38;3562,58;10760,70;11387,17;9083,44;13346,93;6187,83;23770,34;17300,75;13430,39;8652,23;8449,28;5074,03;7583,03;12519,69;7668,37;15372,61;28573,14;14458,89;10318,46;19395,92;14838,75;16043,49;11637,85;11782,54;12688,59;5883,92;14749,10;16858,40;11600,51;26831,29;582,42;16620,53;14612,84;8048,24;12969,22;6112,72;7834,36;12149,20;4701,47;8588,58;12111,85;23159,28;10713,03;8026,31;10331,98;8456,77;5631,13;3408,26;6297,25;7642,87;6998,21;12365,41;15211,05;13658,57;15794,36;8081,28;8734,86;9232,00;7366,75;8106,86;7365,55;6703,21;7567,50;8881,55;5817,81;7796,31;8532,51;7124,76;9095,33;7360,98;7105,75;6021,32;10290,28;7881,77;7545,09;7443,12;9100,90;7255,11;6999,43;8058,80;7280,77;10260,86;9958,99;9446,53;8340,68;6982,79;6171,26;10204,36;8659,45;9707,44;9129,32;9209,69;9340,96;-;7466,74;5816,80;15678,64;13354,32;1888948,16
"432065 Silveira Martins";-;-;659,87;-;-;-;3127,21;-;-;-;333,16;2885,10;5770,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2668,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15444,49
