 Procedimentos hospitalares do SUS - por local de internação - Rio Grande do Sul
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Abr/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"Total"
"430690 Encruzilhada do Sul";33508,51;73410,94;60896,88;57551,89;64577,16;61975,06;97927,27;95584,58;90335,37;78203,52;34385,69;105455,70;78022,56;93884,78;80282,55;70925,37;65254,65;74563,67;72708,63;71931,05;84922,59;86804,77;67983,93;78809,37;86080,33;74748,59;66754,83;78286,33;80079,43;79026,21;69771,08;78259,50;91837,18;83346,32;76579,19;80247,73;80266,51;64656,28;106107,97;94077,97;86790,42;91409,38;84586,66;83874,99;79482,67;98458,79;73758,59;74571,18;75937,33;63846,64;81266,32;79897,14;89468,64;83791,71;87888,50;67273,15;73704,79;79944,15;74159,88;83934,05;72787,65;70512,12;64477,31;65047,00;87530,39;60934,74;70804,18;70978,43;71573,85;71276,80;64474,67;67671,09;64016,97;64068,30;65705,87;52763,25;59728,04;48784,06;50917,53;70496,29;65970,98;59499,83;62549,39;63588,41;54287,42;57312,43;68200,43;73169,28;70147,14;74286,88;87782,55;83577,94;72147,47;75667,81;85931,64;76637,58;74297,23;54361,70;65546,43;67506,32;63633,28;53294,67;56410,36;68720,68;69800,64;59303,01;65807,01;71085,08;67217,68;62771,50;66048,49;60032,88;69696,24;73594,38;89143,55;72884,77;63929,40;76177,83;76415,74;69659,72;73663,18;65331,54;81996,50;72058,52;74015,96;69104,75;77802,34;74293,78;73230,70;73668,93;83499,63;82673,15;65483,83;57428,41;60565,92;58095,10;65758,22;69756,37;76402,16;71501,45;79231,32;84375,57;80192,06;76675,68;74244,84;71753,58;66701,40;33717,02;37662,76;59388,39;58241,01;63209,18;55116,12;82453,52;73303,70;63184,15;67899,42;63572,12;84571,07;82241,89;11530786,47
"430692 Engenho Velho";3710,83;1787,53;5549,08;3708,05;6556,11;2433,65;2896,54;2858,96;-;194,01;-;-;-;-;-;-;-;-;2269,06;1197,08;-;1220,23;356,62;503,19;348,90;-;429,06;2158,68;1483,43;1379,99;714,32;842,84;954,02;347,62;761,48;316,62;3188,62;638,42;614,42;1431,98;310,38;1095,39;511,19;-;356,90;356,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1905,42;1749,98;982,38;721,87;910,63;479,19;1038,38;154,30;1133,61;1015,22;320,68;226,06;796,22;320,68;646,41;912,60;511,19;907,04;527,19;860,09;747,46;-;405,45;292,62;511,19;175,97;811,81;495,19;399,73;371,85;1022,38;498,88;955,04;664,98;557,18;840,48;380,47;270,38;1860,96;971,32;-;1829,73;731,69;1149,61;936,01;839,87;695,16;715,69;1503,83;1014,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91250,27
"430700 Erechim";514099,04;1008698,74;654980,88;870308,43;838489,10;828389,97;770992,07;768860,36;777704,27;887302,20;770083,35;1449693,32;1159702,62;930426,53;1116511,44;979354,72;949886,39;1168884,16;1073281,99;936174,10;1095905,65;1106338,26;1082695,11;916455,90;1295540,70;746792,52;827278,97;967035,79;1161852,51;606267,88;1632096,33;1125316,35;1367488,12;1410730,98;1062981,44;1109342,00;983007,11;1050056,13;1505039,98;797558,71;1345939,44;1198966,52;1151841,41;802734,66;1334350,98;1148896,71;1106298,15;1353097,34;1027143,32;1322840,18;1142478,20;1264553,70;1100203,12;1313243,40;1304761,61;1024350,16;941489,48;924675,73;1278827,77;1144480,37;1184469,02;1009964,03;1373862,94;1388077,26;1745144,90;1459730,70;1564879,72;1578223,52;2061326,71;1449588,70;1782945,76;1713815,94;1594859,64;1480768,92;1354015,95;1775404,70;1742710,50;1549988,35;1574724,81;1848117,35;1845309,14;1814807,41;1849593,37;1880568,63;1657035,17;1785527,09;1689628,13;1884765,18;1539025,09;1657321,29;1799460,33;1367933,36;1524385,52;1414821,23;1543511,87;1453022,37;1313194,70;1712370,46;1170084,78;1029750,60;1748200,29;1688653,89;1383497,99;1584227,23;732195,71;1637844,15;1877554,33;1128293,61;1662798,73;1642781,59;1057236,69;1282270,03;1599591,35;1343163,22;1549536,12;1431023,53;1586537,56;1365719,07;1232778,79;1338724,07;1378568,12;1349776,53;1937600,77;1178434,29;1162877,49;1567001,04;535188,69;2148076,91;1269779,75;1524707,66;1623482,89;1756705,51;1065516,28;1183705,90;1465003,92;1487442,29;1449271,54;1532862,46;1439634,69;1719316,91;1643949,80;1626901,47;1588642,64;1116283,54;1755422,83;1215440,62;2636804,82;1277222,88;1339665,34;1170462,30;1747530,19;1208650,95;1707828,73;1835444,15;1456159,61;854443,18;2307180,40;1652744,86;2110256,76;2285189,97;216883318,14
"430720 Erval Grande";15977,34;11150,54;13806,35;16925,77;19366,48;9174,19;10516,74;10185,99;14857,38;11284,04;5278,57;17058,98;7159,85;4978,27;22087,27;9740,34;10086,28;11779,41;10784,36;17110,31;19362,00;16791,36;12615,69;14374,76;14437,36;10444,71;11593,67;11164,57;7229,63;12317,16;13550,52;10695,98;14887,96;10830,79;15939,38;15240,14;11331,44;12431,15;15869,28;12922,16;14422,64;12347,43;13935,94;-;16713,08;7125,42;17071,19;11354,41;10177,36;13483,58;13136,25;12651,53;11765,19;13171,70;14007,14;14181,08;15116,94;6895,80;11280,84;11860,12;12146,38;11618,59;11325,58;10635,00;11671,70;-;-;12919,49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4200,07;976,84;896,78;2260,20;-;445,41;-;5074,82;6154,71;8904,91;-;7431,26;6117,27;-;4024,01;592,37;-;-;-;-;3393,53;3577,90;4845,12;7024,88;1438,92;23472,08;-;3181,03;5682,97;6316,60;884,80;5342,27;2108,45;7342,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;946042,63
"430730 Erval Seco";19065,07;20294,89;18683,26;19464,06;18836,36;16376,34;17770,68;13985,65;14163,70;12468,44;14037,23;14505,02;15591,15;23966,71;17269,56;12529,27;17188,66;17437,90;17330,31;17263,26;19918,30;20917,65;15877,10;15934,69;20177,45;13391,24;8228,25;11766,41;10954,12;17583,00;7963,80;9939,31;11113,24;8038,39;9971,25;5950,34;9166,41;7986,50;9060,84;4835,74;3770,52;4876,82;4674,23;4226,83;6713,83;12460,49;9617,70;6057,89;5471,36;3387,82;3140,99;3544,14;4892,53;2468,17;4182,63;3841,55;2592,05;3975,42;3310,19;3434,90;2199,28;2319,49;3783,82;6415,58;6542,60;7193,10;4177,14;7238,05;6761,88;7191,30;6108,71;5944,13;6156,73;4963,92;5621,53;2677,28;4904,12;4995,64;7770,20;4450,07;4913,06;5104,60;4002,45;4636,78;4016,00;3466,91;3481,05;4133,67;4025,03;4567,77;3964,57;4113,48;4401,25;4023,15;4022,07;4328,72;4013,84;3279,88;5112,05;4633,80;4801,31;4529,16;4910,87;4860,02;1109,66;4949,17;4526,26;3887,35;4285,75;4235,19;3737,48;-;7989,22;4469,51;4531,33;3887,44;4009,35;4132,76;4248,40;2940,28;2943,89;4530,47;3933,08;3374,46;2770,85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;964889,57
"430750 Espumoso";36135,55;37659,68;39778,75;31219,29;40440,45;32389,92;29022,05;22309,65;26691,88;27325,21;42504,91;35036,54;41904,25;30673,87;43238,51;37471,14;34383,12;28946,77;35894,79;30598,39;38778,04;37330,25;31849,41;40059,94;46795,82;34802,46;36080,01;32494,79;43127,53;35394,16;39025,83;38862,26;30541,59;42299,40;41398,46;45723,72;39828,17;40142,87;22800,41;73423,99;24700,70;76647,23;67692,39;59285,94;65599,85;53453,80;63674,61;45518,50;31340,48;35767,23;56138,47;57323,40;69317,23;60299,55;62240,55;66625,10;64194,89;38502,21;52200,06;48940,57;41195,00;41779,52;57743,98;56523,85;70478,21;64923,34;67811,53;46352,90;83806,71;79937,62;53354,46;67791,56;57116,86;82038,37;82694,01;50468,61;73276,96;67686,39;66590,78;99136,88;84751,02;103595,95;73055,23;106065,75;104579,23;107875,70;126385,98;125336,73;111916,22;113093,38;116504,96;94094,93;95620,55;68749,54;97052,65;97386,28;73288,87;62925,56;62677,26;50647,23;60193,27;46437,38;51056,45;71460,25;73667,28;61268,87;70115,85;73737,55;69378,85;57082,75;58765,05;68847,00;55822,59;46828,88;51996,54;62063,86;65169,90;79876,04;88804,32;96285,01;74761,79;63926,12;70150,97;57738,14;93572,23;62910,10;82732,95;81061,87;70654,81;59665,07;68487,40;81347,78;69104,75;64577,40;68962,62;86106,42;96379,99;86203,64;170803,90;120981,46;84517,14;85401,64;76527,23;74784,28;70765,65;73951,85;71838,08;98389,36;70144,35;63745,28;181633,75;141420,57;205544,50;197822,30;269770,45;322746,46;252662,66;718435,40;206750,06;322594,27;12288589,53
"430755 Estação";5402,49;15028,70;6277,19;3392,17;6381,84;6792,89;5676,00;2675,29;2683,03;6473,77;2635,89;14380,29;4870,99;7922,04;5551,27;4344,78;5302,80;4481,44;7998,93;9645,10;5853,16;6738,08;6205,18;8328,60;8401,61;7735,00;6674,73;5946,51;6705,08;5492,07;6047,30;4876,03;3011,03;3506,62;5465,28;3798,78;5683,44;4315,84;7804,43;4138,24;6991,03;8598,87;5685,97;6037,24;2316,04;4646,71;7598,17;7704,45;5325,91;6710,08;9166,27;4835,16;6323,09;6983,41;4378,98;4785,14;3982,24;6064,75;5868,48;5228,36;5540,22;2684,33;6952,05;5102,46;4432,61;7115,39;2885,47;8944,14;5312,70;2068,93;7266,86;5855,78;4919,75;3589,72;2276,63;2028,47;1529,59;7357,40;6835,51;2778,53;2801,58;1139,02;3815,37;3751,37;5800,55;3504,71;1579,21;-;1544,33;5442,10;3885,78;2988,80;1602,25;1164,84;890,34;1440,76;1318,47;487,19;694,30;614,42;-;954,37;202,06;945,19;731,46;1345,88;479,19;-;479,19;582,42;1088,36;1928,30;1085,61;963,32;1343,58;1157,36;-;3149,56;660,35;1088,36;-;-;1576,79;-;-;-;-;1188,84;631,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;525398,20
"430760 Estância Velha";69663,22;-;94652,04;83852,13;31291,21;15242,39;50796,06;120031,04;60826,64;65576,65;38994,77;46180,26;95880,47;111440,91;67212,57;73702,49;66627,40;87949,72;76026,82;85587,32;102467,01;72673,11;86673,15;78051,72;79578,71;89802,26;77432,15;94017,45;90887,91;76246,74;100732,49;96926,73;90216,75;78921,64;72843,88;81981,67;76469,42;80550,71;89723,56;83948,64;60086,01;96283,69;109424,59;94513,68;90892,75;92393,26;85001,92;82221,03;67177,66;60278,88;97709,84;92790,96;97902,49;91886,53;73578,17;97932,41;87296,17;91468,13;82620,22;60754,16;67615,72;68844,60;58008,89;79256,16;72679,72;82407,75;85746,59;69220,64;74831,43;78500,39;91130,05;74520,00;70116,85;13833,51;16458,55;46730,75;65383,58;75140,97;76655,91;62438,95;79238,76;66548,79;75404,11;56574,25;41729,88;61806,44;76789,64;84898,01;84696,27;83149,18;96522,38;79988,89;74606,01;86228,54;96086,81;74194,23;62086,78;84782,66;86619,98;91652,29;77459,05;90414,40;86586,13;92596,34;86574,51;88924,12;70937,79;90584,17;76908,66;68940,15;5922,95;76030,22;82548,58;110697,47;90248,44;113141,66;103078,25;89698,20;94077,88;98830,04;85423,55;86514,38;78766,21;94945,65;100775,68;78415,68;75801,45;72698,82;101121,72;76827,41;61459,27;55690,79;93739,51;70992,73;79622,38;74635,31;71166,40;-;117085,82;74479,13;60929,88;47676,49;26904,76;38986,16;45189,20;28765,50;41543,13;31343,08;40145,86;45841,09;81685,04;76635,92;64230,37;65984,54;75178,11;83718,81;49976,19;71621,28;77736,46;100744,94;12026214,98
"430770 Esteio";147366,06;239691,15;422680,38;456250,91;407056,89;322918,92;355515,27;350503,26;384827,75;412561,12;367383,59;410741,94;306011,26;509520,18;448903,23;414320,38;413855,53;407631,83;444963,33;490061,96;553606,32;450893,09;380437,48;360278,76;476017,63;267239,65;387248,69;507400,84;492031,80;412071,41;368087,94;380905,82;435422,14;346559,55;343264,25;451114,21;366787,17;253040,73;582103,70;223265,31;429314,54;365001,83;405912,21;323430,87;352589,73;367784,93;429897,68;363700,39;469742,61;195396,32;393575,36;266580,11;489135,41;399987,22;320659,02;356650,51;441175,53;394192,22;503739,03;264136,27;426909,10;372671,42;77915,18;627090,66;394901,20;321732,47;334298,22;557589,89;392990,01;440613,50;414436,27;399719,94;315475,54;292589,06;296545,93;394952,86;407408,71;349050,17;457716,17;412584,96;396627,50;486837,32;380983,21;402306,97;368756,04;401377,45;507778,66;478068,47;533309,45;455642,18;584406,99;607853,57;595717,56;525751,03;441018,16;587704,33;309670,44;447748,26;419432,06;475088,79;501964,90;405215,14;446665,58;464850,90;576344,15;453689,79;449135,55;440830,92;389655,93;330485,25;467607,38;473336,15;420036,22;500814,16;446546,60;482412,32;434086,52;556277,59;437609,55;490747,37;516523,32;348146,04;530153,40;441492,90;475874,09;396150,64;556367,58;511244,24;437379,36;416758,32;489257,89;485985,19;541224,78;368501,45;463265,04;361368,53;349448,88;424536,57;359319,49;442525,19;673610,05;404649,99;315757,94;505010,36;357935,69;348855,44;447333,17;417080,07;494802,15;461250,42;675945,38;470603,74;665005,42;919488,85;776807,11;389014,49;441324,63;481783,59;510340,88;300524,75;68517371,91
"430780 Estrela";899,22;2612,21;193479,18;252925,33;126951,35;159356,30;516763,50;187216,37;199042,68;135845,83;40358,18;87775,22;105106,40;102866,88;126875,23;600732,28;700372,99;283762,38;359803,42;267984,74;253829,09;292861,27;254099,61;299723,82;325678,20;322483,64;227133,59;220320,94;317263,71;343555,44;149928,01;341364,59;156913,68;365444,15;167774,16;373089,52;358431,26;140086,04;377132,14;166237,89;293359,13;171619,19;478392,80;122853,21;374943,45;202761,40;376679,99;37713,37;193573,54;270526,30;312093,32;160302,86;367292,78;297337,74;473698,45;102430,28;181793,41;288880,22;358347,08;-;586575,01;121784,43;544398,41;430386,63;219558,96;396059,61;263449,77;278156,08;305741,46;280780,49;266612,25;266759,75;247394,44;318503,16;286618,13;281030,21;371008,65;331396,16;289480,31;333096,65;223724,25;375767,24;304532,21;312843,35;383871,18;178659,69;383131,83;318619,85;305818,50;285350,35;333870,33;476087,77;238582,92;356156,23;330359,93;404573,22;-;657294,92;382146,97;254363,96;293811,02;502042,76;301363,62;393203,68;371323,28;381337,56;364922,17;302616,81;341021,78;370792,45;361461,15;251210,04;318902,67;352229,45;413769,61;329374,70;372232,35;341540,33;389835,90;356114,91;313294,83;316120,53;631943,29;310819,93;405132,83;356079,87;599805,56;465011,30;365759,87;518586,76;582400,89;338293,76;465488,44;346656,42;375501,66;506479,91;464245,73;395064,68;507527,43;519464,10;501921,15;352268,88;435924,78;312052,19;443313,48;434449,05;514941,31;357875,91;557010,93;699403,91;675473,10;872655,86;523527,66;630036,55;712116,46;806228,61;749435,70;976871,38;876095,85;1108164,93;56325775,94
"430790 Farroupilha";194628,43;185211,40;178549,03;174557,09;197108,50;203834,26;191103,30;133148,38;261553,29;208361,58;156526,26;254266,74;111960,26;292028,50;225031,58;191741,96;183456,40;266712,12;194646,27;214082,35;200234,33;238822,56;246167,24;218164,43;178762,03;201192,80;248684,88;195229,34;176176,94;223202,08;179224,53;194911,85;199651,40;224266,43;203601,15;225909,18;129860,53;131720,82;89117,25;105215,54;272081,37;152651,48;106662,04;241723,49;100837,60;210762,72;221444,91;226722,90;144488,19;180240,84;124672,57;195183,59;275844,92;208462,84;210877,94;259751,07;262087,31;267252,61;248522,39;157002,46;119359,13;117546,74;360180,65;200445,20;300582,25;361937,59;248714,28;362325,94;309488,67;298578,08;236838,77;186611,82;289726,43;290435,69;278834,76;254814,64;357000,35;261591,90;370717,64;386170,86;317430,59;312313,70;293266,08;339817,06;238321,06;228219,42;299278,90;302958,84;292270,30;279957,56;248176,93;277795,66;249121,60;263809,95;272324,33;244239,44;231327,39;299880,79;192993,26;271373,74;230382,12;250792,94;254838,81;222587,56;262564,09;240446,44;196144,42;221879,36;155683,39;177789,32;192416,06;208904,73;243285,01;288609,39;255596,41;359030,18;294631,39;283925,31;285725,31;236249,44;226786,86;281264,98;274817,86;313566,87;330950,67;257363,25;291828,01;282434,78;262725,21;336808,25;253883,69;220947,36;350964,57;302786,59;234296,87;319324,89;314866,54;344358,98;398014,55;287302,01;398090,48;363736,87;329405,63;324465,93;419693,31;375965,33;349774,92;310220,44;408996,89;410311,58;660139,11;554402,86;717175,28;745726,26;675222,81;848828,32;748244,20;683502,89;1295572,82;860673,74;45169598,38
"430800 Faxinal do Soturno";21531,18;38974,43;23284,92;29630,54;30226,56;32188,00;30845,49;25132,58;28432,97;30452,97;30192,37;11059,80;28633,47;27274,82;51903,28;25534,68;30280,64;34962,54;46946,50;45184,09;36447,11;29050,14;58570,24;26057,51;39027,14;33245,19;31332,49;50676,84;39843,78;39040,46;57849,69;47525,79;59270,85;38570,15;57173,41;15847,47;21845,84;40360,15;56988,83;42685,37;41697,51;41814,39;34418,96;48910,32;36909,50;53923,34;71350,76;102782,53;66811,30;61681,30;54794,62;70943,87;81941,67;59720,78;77608,28;41761,59;87773,80;66937,20;51170,72;101105,65;49123,14;51861,77;55003,54;62047,44;56496,58;65642,51;49751,26;34522,98;36769,28;52931,41;44539,72;75627,85;47713,30;60607,12;47869,95;64076,31;39458,20;159095,22;114011,60;81867,00;98387,87;112725,63;96802,72;147863,87;68712,25;95115,17;79485,68;193135,59;138769,56;152933,12;140205,66;109903,87;90260,16;105595,43;99016,57;54637,53;41915,38;31558,14;103325,69;74958,17;70319,48;45472,88;68525,17;37682,47;36384,57;38525,87;102599,33;96640,60;91078,71;72964,12;47609,66;79820,57;112549,13;116651,96;174574,80;111342,13;106127,89;61947,90;126506,45;124490,19;98330,83;59427,47;53669,31;122257,08;74066,13;69986,32;103225,37;80323,96;98274,59;64239,64;72611,41;145382,29;93685,65;125652,62;194577,60;224896,27;220728,76;158438,58;266173,53;153554,01;161667,18;151987,53;115623,67;87031,93;94955,47;62630,21;62579,43;26663,91;46714,95;104459,95;328344,80;136733,61;60250,25;294855,55;452178,83;268305,23;239416,80;200320,09;374233,01;453290,23;13906020,54
"430810 Feliz";-;16637,03;16225,01;19433,49;21645,19;20734,20;21647,33;22461,21;23096,41;26158,98;25876,20;25297,58;-;26320,69;19862,84;28051,73;17181,57;14066,10;27916,02;36751,41;30574,17;27732,75;37548,38;25897,93;15762,97;27375,56;21719,69;31260,55;21542,13;46480,82;18579,23;29433,74;32816,33;18403,56;32802,32;31642,53;28324,35;29651,02;39408,83;21839,36;24913,52;29783,26;29807,87;38359,23;30838,97;18493,63;38472,47;20764,74;27451,34;16434,70;24829,58;25136,81;21845,26;43351,04;49096,07;26394,17;26639,72;25527,76;33586,73;22925,69;16277,36;30794,08;39735,22;34106,93;46400,29;29197,34;35673,47;28656,86;48339,47;39068,19;36531,69;32645,92;18796,37;25440,24;36123,42;35420,20;30181,53;37532,42;31974,92;36164,72;37411,74;45419,57;32751,26;39600,81;26388,53;29481,21;34067,82;44596,66;33846,19;31805,94;34307,85;28067,54;29620,40;32378,25;30524,26;26695,22;26678,41;29311,08;32440,85;32151,36;27343,15;40541,21;30364,42;33222,22;31132,02;46660,26;23568,18;35523,98;19857,06;14248,82;28164,05;24524,26;34850,42;40990,28;34012,20;43686,51;31693,22;32447,03;25639,50;26652,96;35805,27;28913,75;29724,75;38194,86;43062,54;30926,00;51248,39;42646,16;51214,79;36154,70;34729,07;31114,19;29905,52;45896,50;45805,06;28983,25;37576,31;40549,33;28885,15;49952,99;42508,14;52211,05;36634,79;30565,40;35675,27;37263,93;31364,37;32156,69;39907,24;40059,55;38915,37;43094,36;52582,43;38639,70;34918,41;42737,60;34559,22;39751,39;67672,14;62392,49;5099437,23
"430820 Flores da Cunha";12791,58;9893,37;14145,37;37603,65;29166,16;26394,36;34412,33;25049,20;27903,91;30508,72;35371,02;38230,44;21444,09;44724,93;29011,98;27794,73;26514,36;33812,71;47196,67;32279,31;33775,67;27378,59;19200,63;22176,64;20426,76;32704,47;18461,08;29970,99;33959,88;25765,79;37501,36;29770,40;21914,00;37849,10;27449,04;44679,60;35298,76;27911,41;54589,67;40996,92;36322,38;52564,24;49659,66;44535,77;38251,84;41481,33;24098,94;44930,45;38543,45;23516,67;28907,81;33758,30;39935,48;60533,38;33151,73;45120,74;43414,93;38988,47;32122,11;43517,22;34825,77;41449,61;39724,72;45500,44;53921,75;49556,40;52810,12;35951,78;56487,18;49141,46;39680,59;29222,22;28561,64;33618,37;33707,20;46378,66;37073,11;49658,34;40015,91;40643,28;43378,29;62017,46;59806,89;54048,57;40501,38;48042,17;48420,15;45697,20;43876,98;39510,09;49349,53;56050,00;53021,72;68560,78;53084,26;51552,21;32629,39;55319,05;50628,80;57667,61;43061,99;61888,53;56527,92;44605,25;52258,69;47500,43;44933,43;44322,82;45707,36;40249,10;56694,46;44133,73;48071,16;61236,19;64547,12;67153,31;59076,60;58609,13;67434,31;52031,77;41113,13;45862,17;51012,81;51031,62;38128,05;51461,61;58097,58;53732,65;51297,44;56746,25;54795,14;48362,80;41224,27;49872,99;44799,33;53551,68;57395,95;66145,79;55811,81;49382,87;63150,91;41508,98;41942,73;37982,89;58379,45;31817,74;43094,14;39341,66;44593,40;45375,96;40285,55;54387,46;46480,09;47930,52;59128,79;72522,43;41436,90;53614,24;68329,84;66623,12;6928271,67
"430830 Fontoura Xavier";26060,90;24949,38;21322,14;23917,68;29953,66;19388,11;23127,17;16709,59;22536,31;15634,53;21809,30;10728,06;29767,41;18272,24;22436,27;18102,20;20086,74;17662,90;17260,07;19658,48;20278,75;19346,45;-;38256,58;6559,90;29318,25;24877,03;18877,34;19940,98;20044,55;18784,96;21727,36;20024,35;18493,84;19316,91;8542,87;15211,33;13552,85;17892,79;16999,20;-;18248,06;14952,17;17170,87;15778,05;15570,15;15312,47;16439,40;16717,40;17422,85;-;29874,66;18389,00;20996,43;20837,36;16374,75;15738,66;12297,49;13160,00;13253,94;18937,22;21452,23;23564,57;22599,53;25269,83;18292,55;24955,39;18721,32;19539,48;20679,99;20787,25;22863,51;18118,87;19393,13;16064,67;17276,63;21182,45;19927,64;17835,30;19007,74;16101,09;17790,14;16735,46;16641,97;16439,27;19168,40;23696,70;19700,36;21873,74;22389,27;3390,71;16354,16;15747,87;15204,49;19105,37;16328,68;20741,53;19789,43;17026,40;11026,33;25869,54;21225,26;15013,33;22291,84;17854,25;20377,38;18410,78;17721,24;13346,56;19749,95;16190,03;13636,45;16451,49;21141,70;16483,48;18358,34;15078,56;15761,48;16105,36;13450,80;15103,95;17130,72;15849,22;16655,05;14719,78;16229,47;16860,12;14789,52;14236,72;15884,30;13883,01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2373543,49
"430840 Formigueiro";5906,42;5867,78;5723,33;2824,63;4419,95;5064,99;5143,86;5092,05;4333,17;5024,57;4277,54;5564,64;555,56;1942,51;163,42;-;-;494,78;10628,98;6242,11;4159,20;3200,61;2821,11;-;6122,56;3444,88;-;-;-;-;-;6793,38;3650,19;-;2774,16;14247,18;6722,44;5025,99;5271,90;-;-;-;198,81;14622,80;-;11124,86;1728,09;9959,12;-;4581,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6918,90;1353,35;-;-;15561,27;3924,40;-;-;-;14590,98;4655,79;3618,44;11224,87;-;-;-;-;1873,63;-;-;-;-;4329,72;6787,66;5498,47;7179,30;5246,72;3658,70;-;7913,39;-;7550,47;-;5290,08;5534,20;6306,05;-;5110,57;9025,55;-;17533,79;-;6493,39;-;-;-;-;-;5904,40;8125,39;8580,55;-;13698,05;5617,17;-;4489,57;4921,80;-;9819,88;5505,03;8134,93;8750,59;12196,50;11488,29;-;-;-;-;-;-;-;13435,43;7938,71;4050,94;7429,15;5194,97;7173,41;3126,35;3966,70;4803,55;9670,16;4335,38;4497,24;2809,56;-;2370,99;6450,43;2736,11;2875,93;-;-;-;-;-;-;552995,58
